amount,bill_usage,service,tran_date,account
3.78,1100,PWS,31-01-17,15-7782L
0,0,PWS,28-02-17,15-7782L
0,0,PWS,31-03-17,15-7782L
0,0,PWS,30-04-17,15-7782L
0,0,PWS,31-05-17,15-7782L
0,0,PWS,30-06-17,15-7782L
74,1400,WATER,30-04-17,15-7782L
56.11,1100,WATER,31-01-17,15-7782L
43.03,800,WATER,28-02-17,15-7782L
47.39,900,WATER,31-03-17,15-7782L
63.3,1400,WATER,31-08-16,8-9707E
47.39,900,WATER,31-12-16,8-9707E
67.3,1500,WATER,30-09-16,8-9707E
81.68,1500,WATER,31-10-16,8-9707E
60.47,1200,WATER,30-11-16,8-9707E
135.83,2300,WATER,30-04-17,8-9707E
60.47,1200,WATER,31-01-17,8-9707E
47.39,900,WATER,28-02-17,8-9707E
81.68,1500,WATER,31-03-17,8-9707E
80.27,1800,WATER,31-07-16,8-9707E
3.6,1500,PWS,30-09-16,8-9707E
0,0,PWS,31-10-16,8-9707E
0,0,PWS,30-11-16,8-9707E
0,0,PWS,31-12-16,8-9707E
4.41,1200,PWS,31-01-17,8-9707E
0,0,PWS,28-02-17,8-9707E
0,0,PWS,31-03-17,8-9707E
0,0,PWS,30-04-17,8-9707E
0,0,PWS,31-05-17,8-9707E
94.61,1700,WATER,31-05-17,8-9707E
67.13,1300,WATER,30-06-17,8-9707E
6.48,1800,PWS,31-07-16,8-9707E
5.46,1400,PWS,31-08-16,8-9707E
0,0,PWS,30-06-17,8-9707E
88.75,1600,WATER,31-10-16,10-2254L
74.61,1400,WATER,30-11-16,10-2254L
67.54,1300,WATER,31-01-17,10-2254L
21.97,300,WATER,28-02-17,10-2254L
21.97,300,WATER,31-03-17,10-2254L
88.75,1600,WATER,31-12-16,10-2254L
80.87,1500,WATER,31-05-17,10-2254L
101.48,1800,WATER,30-06-17,10-2254L
6.48,1800,PWS,31-07-16,10-2254L
60.26,1200,WATER,30-04-17,10-2254L
3.36,1400,PWS,30-09-16,10-2254L
0,0,PWS,31-10-16,10-2254L
0,0,PWS,30-11-16,10-2254L
0,0,PWS,31-12-16,10-2254L
5.76,1300,PWS,31-01-17,10-2254L
0,0,PWS,28-02-17,10-2254L
0,0,PWS,31-03-17,10-2254L
0,0,PWS,30-04-17,10-2254L
0,0,PWS,31-05-17,10-2254L
0,0,PWS,30-06-17,10-2254L
63.3,1400,WATER,31-08-16,10-2254L
63.3,1400,WATER,30-09-16,10-2254L
5.46,1400,PWS,31-08-16,10-2254L
80.27,1800,WATER,31-07-16,10-2254L
71.3,1600,WATER,31-07-16,5-4306J
63.3,1400,WATER,31-08-16,5-4306J
21.97,300,WATER,31-01-17,5-4306J
17.98,200,WATER,28-02-17,5-4306J
25.96,400,WATER,31-03-17,5-4306J
17.98,200,WATER,30-04-17,5-4306J
29.95,500,WATER,31-05-17,5-4306J
87.74,1600,WATER,30-06-17,5-4306J
5.76,1600,PWS,31-07-16,5-4306J
5.46,1400,PWS,31-08-16,5-4306J
3.84,1600,PWS,30-09-16,5-4306J
71.3,1600,WATER,30-09-16,5-4306J
67.54,1300,WATER,31-10-16,5-4306J
25.96,400,WATER,30-11-16,5-4306J
21.97,300,WATER,31-12-16,5-4306J
0,0,PWS,28-02-17,5-4306J
0,0,PWS,31-03-17,5-4306J
0,0,PWS,30-04-17,5-4306J
0,0,PWS,31-05-17,5-4306J
0,0,PWS,30-06-17,5-4306J
0,0,PWS,31-01-17,5-4306J
0,0,PWS,31-10-16,5-4306J
0,0,PWS,30-11-16,5-4306J
0,0,PWS,31-12-16,5-4306J
37.52,700,WATER,31-07-16,11-6729J
34.26,600,WATER,31-08-16,11-6729J
40.78,800,WATER,30-09-16,11-6729J
25.96,400,WATER,31-10-16,11-6729J
21.97,300,WATER,30-11-16,11-6729J
21.97,300,WATER,30-04-17,11-6729J
34.28,600,WATER,31-05-17,11-6729J
25.96,400,WATER,30-06-17,11-6729J
2.52,700,PWS,31-07-16,11-6729J
2.34,600,PWS,31-08-16,11-6729J
1.92,800,PWS,30-09-16,11-6729J
0,0,PWS,31-10-16,11-6729J
0,0,PWS,30-11-16,11-6729J
0,0,PWS,31-12-16,11-6729J
29.95,500,WATER,31-12-16,11-6729J
25.96,400,WATER,31-01-17,11-6729J
25.96,400,WATER,28-02-17,11-6729J
29.95,500,WATER,31-03-17,11-6729J
0,0,PWS,31-05-17,11-6729J
0,0,PWS,30-06-17,11-6729J
0,0,PWS,28-02-17,11-6729J
0,0,PWS,31-03-17,11-6729J
0,0,PWS,30-04-17,11-6729J
0,0,PWS,31-01-17,11-6729J
63.3,1400,WATER,31-07-16,8-1075N
51.3,1100,WATER,31-08-16,8-1075N
55.3,1200,WATER,30-09-16,8-1075N
47.39,900,WATER,31-10-16,8-1075N
34.31,600,WATER,30-11-16,8-1075N
25.96,400,WATER,31-12-16,8-1075N
21.97,300,WATER,31-01-17,8-1075N
55.93,1100,WATER,30-06-17,8-1075N
5.04,1400,PWS,31-07-16,8-1075N
4.29,1100,PWS,31-08-16,8-1075N
2.88,1200,PWS,30-09-16,8-1075N
0,0,PWS,31-10-16,8-1075N
0,0,PWS,30-11-16,8-1075N
0,0,PWS,31-12-16,8-1075N
0,0,PWS,31-01-17,8-1075N
0,0,PWS,28-02-17,8-1075N
0,0,PWS,31-03-17,8-1075N
0,0,PWS,30-04-17,8-1075N
0,0,PWS,31-05-17,8-1075N
0,0,PWS,30-06-17,8-1075N
21.97,300,WATER,31-03-17,8-1075N
21.97,300,WATER,30-04-17,8-1075N
47.27,900,WATER,31-05-17,8-1075N
13.99,100,WATER,28-02-17,8-1075N
47.39,900,WATER,31-10-16,15-3063R
51.75,1000,WATER,31-12-16,15-3063R
25.96,400,WATER,31-01-17,15-3063R
21.97,300,WATER,28-02-17,15-3063R
43.03,800,WATER,30-11-16,15-3063R
51.6,1000,WATER,30-04-17,15-3063R
94.61,1700,WATER,31-05-17,15-3063R
87.74,1600,WATER,30-06-17,15-3063R
25.96,400,WATER,31-03-17,15-3063R
44.04,900,WATER,31-07-16,15-3063R
40.78,800,WATER,31-08-16,15-3063R
47.3,1000,WATER,30-09-16,15-3063R
0,0,PWS,30-11-16,15-3063R
0,0,PWS,31-12-16,15-3063R
0,0,PWS,31-01-17,15-3063R
0,0,PWS,28-02-17,15-3063R
0,0,PWS,31-03-17,15-3063R
0,0,PWS,30-04-17,15-3063R
0,0,PWS,31-05-17,15-3063R
0,0,PWS,30-06-17,15-3063R
0,0,PWS,31-10-16,15-3063R
3.24,900,PWS,31-07-16,15-3063R
3.12,800,PWS,31-08-16,15-3063R
2.4,1000,PWS,30-09-16,15-3063R
80.27,1800,WATER,31-07-16,12-5166N
51.75,1000,WATER,31-12-16,12-5166N
38.67,700,WATER,31-01-17,12-5166N
34.31,600,WATER,28-02-17,12-5166N
38.67,700,WATER,31-03-17,12-5166N
38.61,700,WATER,30-04-17,12-5166N
51.6,1000,WATER,31-05-17,12-5166N
80.87,1500,WATER,30-06-17,12-5166N
6.48,1800,PWS,31-07-16,12-5166N
5.85,1500,PWS,31-08-16,12-5166N
3.36,1400,PWS,30-09-16,12-5166N
0,0,PWS,31-10-16,12-5166N
0,0,PWS,30-11-16,12-5166N
0,0,PWS,31-12-16,12-5166N
1.26,700,PWS,31-01-17,12-5166N
0,0,PWS,28-02-17,12-5166N
0,0,PWS,31-03-17,12-5166N
0,0,PWS,30-04-17,12-5166N
0,0,PWS,31-05-17,12-5166N
0,0,PWS,30-06-17,12-5166N
67.3,1500,WATER,31-08-16,12-5166N
63.3,1400,WATER,30-09-16,12-5166N
67.54,1300,WATER,31-10-16,12-5166N
56.11,1100,WATER,30-11-16,12-5166N
10,0,WATER,31-10-16,7-1297P
17.98,200,WATER,30-11-16,7-1297P
13.99,100,WATER,31-12-16,7-1297P
25.96,400,WATER,31-01-17,7-1297P
13.99,100,WATER,30-06-17,7-1297P
0,0,PWS,31-10-16,7-1297P
0,0,PWS,30-11-16,7-1297P
0,0,PWS,31-12-16,7-1297P
0,0,PWS,31-01-17,7-1297P
0,0,PWS,28-02-17,7-1297P
0,0,PWS,31-03-17,7-1297P
0,0,PWS,30-04-17,7-1297P
0,0,PWS,31-05-17,7-1297P
17.98,200,WATER,28-02-17,7-1297P
13.99,100,WATER,31-03-17,7-1297P
13.99,100,WATER,30-04-17,7-1297P
10,0,WATER,31-05-17,7-1297P
0,0,PWS,30-06-17,7-1297P
17.96,100,WATER,31-10-16,9-8226O
1.8,500,PWS,31-07-16,9-8226O
8.88,3700,PWS,30-09-16,9-8226O
0.24,100,PWS,31-10-16,9-8226O
174.7,3700,WATER,30-09-16,9-8226O
4.68,1200,PWS,31-08-16,9-8226O
31,500,WATER,31-07-16,9-8226O
55.3,1200,WATER,31-08-16,9-8226O
44.04,900,WATER,31-07-16,13-2038J
34.26,600,WATER,31-08-16,13-2038J
44.04,900,WATER,30-09-16,13-2038J
43.03,800,WATER,31-10-16,13-2038J
38.67,700,WATER,30-11-16,13-2038J
42.94,800,WATER,30-04-17,13-2038J
42.94,800,WATER,31-05-17,13-2038J
51.6,1000,WATER,30-06-17,13-2038J
3.24,900,PWS,31-07-16,13-2038J
2.34,600,PWS,31-08-16,13-2038J
2.16,900,PWS,30-09-16,13-2038J
0,0,PWS,31-10-16,13-2038J
0,0,PWS,30-11-16,13-2038J
0,0,PWS,31-12-16,13-2038J
34.31,600,WATER,31-12-16,13-2038J
43.03,800,WATER,31-01-17,13-2038J
38.67,700,WATER,28-02-17,13-2038J
34.31,600,WATER,31-03-17,13-2038J
0,0,PWS,31-05-17,13-2038J
0,0,PWS,30-06-17,13-2038J
0,0,PWS,28-02-17,13-2038J
0,0,PWS,31-03-17,13-2038J
0,0,PWS,30-04-17,13-2038J
1.89,800,PWS,31-01-17,13-2038J
37.52,700,WATER,31-07-16,4-6530I
139.91,3000,WATER,31-08-16,4-6530I
194.58,4100,WATER,30-09-16,4-6530I
285.53,4200,WATER,31-10-16,4-6530I
34.31,600,WATER,30-11-16,4-6530I
34.31,600,WATER,31-12-16,4-6530I
34.31,600,WATER,31-01-17,4-6530I
38.61,700,WATER,30-06-17,4-6530I
5.62,0,DWELLING C,31-07-16,4-6530I
5.62,0,DWELLING C,31-08-16,4-6530I
5.62,0,DWELLING C,30-09-16,4-6530I
5,0,DWELLING C,31-10-16,4-6530I
5,0,DWELLING C,30-11-16,4-6530I
5,0,DWELLING C,31-12-16,4-6530I
5,0,DWELLING C,31-01-17,4-6530I
5,0,DWELLING C,28-02-17,4-6530I
5,0,DWELLING C,31-03-17,4-6530I
5,0,DWELLING C,30-04-17,4-6530I
5,0,DWELLING C,31-05-17,4-6530I
5,0,DWELLING C,30-06-17,4-6530I
2.52,700,PWS,31-07-16,4-6530I
11.7,3000,PWS,31-08-16,4-6530I
9.84,4100,PWS,30-09-16,4-6530I
12.48,4200,PWS,31-10-16,4-6530I
0,0,PWS,30-11-16,4-6530I
0,0,PWS,31-12-16,4-6530I
0.63,600,PWS,31-01-17,4-6530I
0,0,PWS,28-02-17,4-6530I
0,0,PWS,31-03-17,4-6530I
0,0,PWS,30-04-17,4-6530I
0,0,PWS,31-05-17,4-6530I
0,0,PWS,30-06-17,4-6530I
29.95,500,WATER,31-03-17,4-6530I
38.61,700,WATER,30-04-17,4-6530I
55.93,1100,WATER,31-05-17,4-6530I
34.31,600,WATER,28-02-17,4-6530I
80.87,1500,WATER,30-06-17,2-1119X
0,0,PWS,30-04-17,2-1119X
0,0,PWS,31-05-17,2-1119X
0,0,PWS,30-06-17,2-1119X
0,0,PWS,31-03-17,2-1119X
10,0,WATER,31-03-17,2-1119X
21.97,300,WATER,30-04-17,2-1119X
94.61,1700,WATER,31-05-17,2-1119X
209.49,4400,WATER,31-07-16,4-3281X
55.3,1200,WATER,31-08-16,4-3281X
63.3,1400,WATER,30-09-16,4-3281X
95.82,1700,WATER,31-10-16,4-3281X
25.96,400,WATER,31-03-17,4-3281X
15.84,4400,PWS,31-07-16,4-3281X
4.68,1200,PWS,31-08-16,4-3281X
3.36,1400,PWS,30-09-16,4-3281X
0,0,PWS,31-10-16,4-3281X
0,0,PWS,30-11-16,4-3281X
0,0,PWS,31-12-16,4-3281X
0,0,PWS,31-01-17,4-3281X
0,0,PWS,28-02-17,4-3281X
0,0,PWS,31-03-17,4-3281X
21.97,300,WATER,30-11-16,4-3281X
21.97,300,WATER,31-12-16,4-3281X
17.98,200,WATER,31-01-17,4-3281X
17.98,200,WATER,28-02-17,4-3281X
34.31,600,WATER,30-11-16,11-4649C
74.61,1400,WATER,31-12-16,11-4649C
25.96,400,WATER,31-01-17,11-4649C
25.96,400,WATER,28-02-17,11-4649C
34.31,600,WATER,31-03-17,11-4649C
47.27,900,WATER,30-04-17,11-4649C
67.13,1300,WATER,31-05-17,11-4649C
101.48,1800,WATER,30-06-17,11-4649C
7.2,2000,PWS,31-07-16,11-4649C
90.21,2000,WATER,31-07-16,11-4649C
80.27,1800,WATER,31-08-16,11-4649C
44.04,900,WATER,30-09-16,11-4649C
124.1,2100,WATER,31-10-16,11-4649C
0,0,PWS,31-12-16,11-4649C
0,0,PWS,31-01-17,11-4649C
0,0,PWS,28-02-17,11-4649C
0,0,PWS,31-03-17,11-4649C
0,0,PWS,30-04-17,11-4649C
0,0,PWS,31-05-17,11-4649C
0,0,PWS,30-06-17,11-4649C
0,0,PWS,31-10-16,11-4649C
0,0,PWS,30-11-16,11-4649C
7.02,1800,PWS,31-08-16,11-4649C
2.16,900,PWS,30-09-16,11-4649C
63.3,1400,WATER,31-07-16,14-7229K
44.04,900,WATER,31-08-16,14-7229K
212.18,3300,WATER,31-01-17,14-7229K
195.88,3100,WATER,28-02-17,14-7229K
212.18,3300,WATER,31-03-17,14-7229K
34.28,600,WATER,30-04-17,14-7229K
74,1400,WATER,31-05-17,14-7229K
55.93,1100,WATER,30-06-17,14-7229K
5.62,0,DWELLING C,31-07-16,14-7229K
5.62,0,DWELLING C,31-08-16,14-7229K
5.62,0,DWELLING C,30-09-16,14-7229K
5,0,DWELLING C,31-10-16,14-7229K
5,0,DWELLING C,30-11-16,14-7229K
5,0,DWELLING C,31-12-16,14-7229K
5,0,DWELLING C,31-01-17,14-7229K
5,0,DWELLING C,28-02-17,14-7229K
5,0,DWELLING C,31-03-17,14-7229K
5,0,DWELLING C,30-04-17,14-7229K
5,0,DWELLING C,31-05-17,14-7229K
5,0,DWELLING C,30-06-17,14-7229K
5.04,1400,PWS,31-07-16,14-7229K
3.51,900,PWS,31-08-16,14-7229K
3.12,1300,PWS,30-09-16,14-7229K
0,0,PWS,31-10-16,14-7229K
0,0,PWS,30-11-16,14-7229K
0,0,PWS,31-12-16,14-7229K
32.79,3300,PWS,31-01-17,14-7229K
0,0,PWS,28-02-17,14-7229K
0,0,PWS,31-03-17,14-7229K
0,0,PWS,30-04-17,14-7229K
0,0,PWS,31-05-17,14-7229K
0,0,PWS,30-06-17,14-7229K
173.59,2800,WATER,30-11-16,14-7229K
159.45,2600,WATER,31-12-16,14-7229K
59.3,1300,WATER,30-09-16,14-7229K
131.17,2200,WATER,31-10-16,14-7229K
51.3,1100,WATER,31-07-16,10-3972Q
47.3,1000,WATER,31-08-16,10-3972Q
47.3,1000,WATER,30-09-16,10-3972Q
47.39,900,WATER,31-10-16,10-3972Q
34.31,600,WATER,30-11-16,10-3972Q
29.95,500,WATER,31-12-16,10-3972Q
51.6,1000,WATER,31-05-17,10-3972Q
47.27,900,WATER,30-06-17,10-3972Q
3.96,1100,PWS,31-07-16,10-3972Q
3.9,1000,PWS,31-08-16,10-3972Q
2.4,1000,PWS,30-09-16,10-3972Q
0,0,PWS,31-10-16,10-3972Q
0,0,PWS,30-11-16,10-3972Q
0,0,PWS,31-12-16,10-3972Q
0,0,PWS,31-01-17,10-3972Q
0,0,PWS,28-02-17,10-3972Q
0,0,PWS,31-03-17,10-3972Q
0,0,PWS,30-04-17,10-3972Q
0,0,PWS,31-05-17,10-3972Q
0,0,PWS,30-06-17,10-3972Q
25.96,400,WATER,30-04-17,10-3972Q
29.95,500,WATER,31-01-17,10-3972Q
21.97,300,WATER,28-02-17,10-3972Q
25.96,400,WATER,31-03-17,10-3972Q
40.78,800,WATER,31-08-16,7-6316L
29.95,500,WATER,31-12-16,7-6316L
31,500,WATER,30-09-16,7-6316L
21.97,300,WATER,31-10-16,7-6316L
43.03,800,WATER,30-11-16,7-6316L
38.61,700,WATER,30-04-17,7-6316L
29.95,500,WATER,31-01-17,7-6316L
25.96,400,WATER,28-02-17,7-6316L
25.96,400,WATER,31-03-17,7-6316L
44.04,900,WATER,31-07-16,7-6316L
1.2,500,PWS,30-09-16,7-6316L
0,0,PWS,31-10-16,7-6316L
0,0,PWS,30-11-16,7-6316L
0,0,PWS,31-12-16,7-6316L
0,0,PWS,31-01-17,7-6316L
0,0,PWS,28-02-17,7-6316L
0,0,PWS,31-03-17,7-6316L
0,0,PWS,30-04-17,7-6316L
0,0,PWS,31-05-17,7-6316L
51.6,1000,WATER,31-05-17,7-6316L
29.95,500,WATER,30-06-17,7-6316L
3.24,900,PWS,31-07-16,7-6316L
3.12,800,PWS,31-08-16,7-6316L
0,0,PWS,30-06-17,7-6316L
350.73,5000,WATER,31-10-16,8-7487J
391.48,5500,WATER,30-11-16,8-7487J
375.18,5300,WATER,31-01-17,8-7487J
29.95,500,WATER,28-02-17,8-7487J
34.31,600,WATER,31-03-17,8-7487J
309.98,4500,WATER,31-12-16,8-7487J
38.61,700,WATER,31-05-17,8-7487J
42.94,800,WATER,30-06-17,8-7487J
4.32,1200,PWS,31-07-16,8-7487J
29.95,500,WATER,30-04-17,8-7487J
5.04,2100,PWS,30-09-16,8-7487J
20.8,5000,PWS,31-10-16,8-7487J
10,5500,PWS,30-11-16,8-7487J
